sequence,education_type,locality,religion,how_often,generation,gender
ewmcs,higher,city,no,sev_a_year,1,m
wmecs,professional,city,yes,never,1,m
sewmcp,professional,village,yes,sev_a_year,0,m
wpesc,professional,town,yes,sev_a_year,0,m
wpcmsbde,professional,city,no,never,1,m
ews,general,village,no,never,0,m
wemsc,professional,city,yes,sev_a_year,1,m
ewmscdp,general,city,yes,sev_a_year,1,m
wspmce,professional,town,yes,sev_a_year,1,m
sewmcdp,higher,city,yes,sev_a_year,1,m
emwcs,general,village,yes,never,0,m
wsemc,higher,city,yes,never,1,m
wes,professional,city,yes,sev_a_year,1,m
wmsce,higher,city,no,never,0,m
sewmc,general,city,yes,never,0,m
wsemc,professional,city,no,never,0,m
wsepmc,professional,village,yes,never,0,m
sewpmcbd,professional,city,no,never,0,m
eswpb,general,city,yes,never,1,m
ewmsc,general,village,yes,min_once_a_month,0,m
msewc,higher,village,yes,never,0,m
ewsmpdc,professional,city,yes,never,1,m
ewpmbdcs,general,city,yes,sev_a_year,1,m
ewspmc,professional,city,yes,sev_a_year,1,m
sewmc,professional,village,yes,sev_a_year,0,m
wscpbe,general,city,yes,sev_a_year,1,m
swpmce,general,city,yes,sev_a_year,0,m
ewpbmsdc,professional,city,no,never,0,m
ewmcs,higher,city,yes,sev_a_year,1,m
ewcs,professional,village,yes,min_once_a_month,1,m
eswmcd,higher,village,no,never,1,m
ewpmcbds,professional,city,yes,never,1,m
mewcs,professional,village,yes,sev_a_year,1,m
mcews,higher,village,no,never,1,m
wpmcsbde,professional,city,yes,never,0,m
ewspmbd,professional,city,yes,never,0,m
wmsce,higher,town,yes,sev_a_year,0,m
ewpmcs,general,city,yes,never,1,m
smewc,higher,village,yes,never,1,m
emwcs,professional,town,yes,sev_a_year,0,m
ewmsc,professional,city,yes,sev_a_year,0,m
eswmc,higher,town,yes,once_a_week,1,m
eswmdc,general,village,no,never,1,m
ewmsc,professional,village,no,never,1,m
eswmc,higher,town,yes,once_a_week,1,m
ewsmc,professional,city,yes,sev_a_year,0,m
wesmcd,professional,city,yes,never,1,m
swepb,higher,city,yes,never,1,m
wmsce,higher,city,yes,never,0,m
emswdpc,professional,city,yes,never,1,m
swepmcbd,professional,village,no,never,0,m
ewmcs,professional,village,yes,never,0,m
swepmc,higher,city,no,never,1,m
sewmc,professional,city,yes,sev_a_year,1,m
ewsmc,professional,town,yes,sev_a_year,0,m
wmces,higher,city,yes,sev_a_year,1,m
ew,higher,city,yes,sev_a_year,1,m
wemcs,professional,village,no,never,0,m
eswmc,professional,city,yes,sev_a_year,1,m
ewmsc,professional,village,yes,never,0,m
sewmc,professional,village,yes,never,0,m
swe,higher,town,yes,never,0,m
wemsc,general,city,yes,never,1,m
eswmc,professional,village,yes,never,1,m
ewmscdpb,professional,city,yes,sev_a_year,0,m
ewpsmc,general,village,no,never,1,m
wemsc,professional,city,yes,never,1,m
swemc,professional,village,no,never,0,m
ewmcs,professional,city,no,never,0,m
wpmcsbde,professional,city,yes,never,0,m
ewmsc,professional,village,yes,never,0,m
wemcspd,general,city,yes,sev_a_year,0,m
weps,general,city,yes,never,1,m
mscew,higher,village,yes,sev_a_year,1,m
ewmsc,higher,city,yes,never,1,m
spcmwebd,professional,city,yes,never,0,m
swmce,higher,city,yes,min_once_a_month,0,m
eswmc,general,city,yes,never,0,m
wemcs,professional,village,no,never,0,m
wesc,professional,city,no,never,1,m
ewmsc,general,city,yes,never,0,m
ewmc,professional,town,yes,min_once_a_month,1,m
ewmsc,higher,city,no,never,1,m
ewpsbmc,professional,city,yes,min_once_a_month,1,m
ewmsdpc,general,village,yes,never,1,m
wmscedp,professional,village,yes,never,0,m
ewmcs,general,city,no,never,1,m
swemc,professional,village,yes,sev_a_year,1,m
sewmcp,professional,city,yes,sev_a_year,0,m
sewmc,higher,town,yes,never,1,m
ewmcs,professional,city,yes,never,1,m
wesmcdp,professional,village,yes,once_a_week,0,m
swemc,professional,village,yes,never,0,m
pcmsewb,general,village,yes,never,1,m
sewmc,general,village,yes,min_once_a_month,0,m
sewmdpc,professional,town,yes,never,0,m
swpmceb,general,city,no,never,0,m
ewmsc,professional,village,yes,never,1,m
swe,higher,city,yes,never,1,m
esmcw,general,village,yes,min_once_a_month,1,m
eswmcdp,general,city,yes,never,0,m
wemcs,professional,city,yes,sev_a_year,1,m
smcew,higher,city,no,never,0,m
e,general,village,yes,never,1,m
wmces,professional,city,yes,sev_a_year,0,m
emswcd,professional,city,yes,never,1,m
wpecbsm,general,village,no,never,1,m
msecw,general,city,yes,sev_a_year,0,m
ewsmc,professional,city,no,never,1,m
ewsc,professional,city,no,never,1,m
sewmc,professional,village,yes,never,0,m
ewmcs,professional,town,no,never,1,m
wemcs,general,city,no,never,0,m
ewms,professional,city,no,never,1,m
wsmec,higher,city,yes,sev_a_year,0,m
wescm,general,village,no,never,0,m
wepcms,general,village,yes,never,0,m
sewpmc,general,village,yes,never,0,m
sewp,professional,village,yes,never,1,m
wesmc,professional,town,yes,never,0,m
wspce,professional,village,no,never,0,m
wepcms,general,village,yes,never,0,m
swmce,higher,city,yes,never,0,m
wemcds,general,city,yes,min_once_a_month,0,m
ewmcs,general,city,no,never,1,m
ewmsc,professional,village,yes,sev_a_year,1,m
ewmsc,professional,village,yes,sev_a_year,1,m
wpmcsbde,professional,city,yes,never,0,m
smewpdcb,higher,city,yes,never,0,m
ewmsc,professional,town,yes,never,0,m
wemsc,general,village,no,never,0,m
wpsemc,higher,village,yes,never,1,m
wesmc,general,village,yes,never,1,m
sewmc,higher,town,yes,never,1,m
ewpsmc,professional,village,yes,never,1,m
ew,higher,city,yes,never,1,m
swemc,higher,city,yes,sev_a_year,0,m
ew,higher,city,no,never,1,m
wsemc,professional,village,yes,never,0,m
espwmc,general,village,no,never,1,m
wpmecb,higher,city,yes,sev_a_year,1,m
ewmsdc,professional,city,yes,never,1,m
wpsemc,general,city,yes,sev_a_year,1,m
wepsmc,professional,city,yes,never,1,m
ewmsdc,professional,city,yes,never,1,m
wmecsd,professional,village,yes,never,1,m
esw,general,village,yes,sev_a_year,1,m
ewmsc,professional,city,yes,never,1,m
emwsc,professional,city,yes,sev_a_year,1,m
wespmc,general,city,yes,never,0,m
semcwdp,professional,city,no,never,0,m
wsec,general,village,yes,never,1,m
wmcse,higher,city,yes,never,0,m
wemsc,professional,city,yes,sev_a_year,0,m
wmsce,higher,city,yes,never,0,m
ewmc,higher,town,yes,sev_a_year,1,m
swmce,professional,village,yes,sev_a_year,0,m
ewmsc,higher,town,no,never,0,m
wsecp,general,village,yes,never,1,m
wepcms,general,city,yes,sev_a_year,1,m
ewmsc,general,village,yes,once_a_week,1,m
ewpmcs,general,village,no,never,1,m
we,higher,city,yes,never,1,m
ewmsc,professional,city,yes,never,1,m
ewmc,higher,town,yes,sev_a_year,1,m
sewcm,higher,city,yes,never,1,m
emwcs,general,city,yes,never,0,m
sewm,higher,city,yes,min_once_a_month,0,m
wmscepb,professional,city,yes,never,0,m
wemcs,general,village,no,never,0,m
emdwpsc,general,village,yes,never,0,m
ewpsc,professional,city,yes,never,0,m
esw,professional,city,yes,sev_a_year,1,m
mcews,higher,town,yes,never,0,m
wpsmce,general,village,yes,never,0,m
sewmc,professional,village,yes,never,1,m
sewpcm,higher,village,yes,sev_a_year,0,m
we,professional,village,yes,never,1,m
wmsce,higher,city,no,never,1,m
semwcdp,higher,city,yes,never,1,m
wemcs,professional,city,yes,never,1,m
wemsc,professional,village,yes,never,1,m
wesmcd,professional,city,yes,never,1,m
ewmcs,general,village,yes,never,0,m
wsemc,professional,village,yes,never,0,m
wemsc,general,city,yes,sev_a_year,1,m
eswm,general,city,yes,sev_a_year,1,m
sewmdpc,professional,city,yes,sev_a_year,1,m
wscem,professional,city,yes,sev_a_year,1,m
ewmdcs,professional,city,yes,never,1,m
wmcse,higher,city,yes,never,0,m
eswcpm,professional,village,yes,once_a_week,1,m
wesmc,general,city,yes,never,0,m
mswce,higher,city,yes,min_once_a_month,1,m
wspmcbed,general,village,yes,once_a_week,0,m
wpmsce,higher,city,yes,sev_a_year,1,m
ews,higher,village,no,never,1,m
wemsc,professional,village,yes,never,0,m
ewmcs,professional,city,yes,min_once_a_month,0,m
sewmc,professional,village,no,never,1,m
wemcs,general,city,yes,sev_a_year,0,m
wspmce,professional,town,yes,sev_a_year,1,m
wemscdp,higher,city,yes,never,0,m
eswmc,general,city,yes,never,0,m
swmce,higher,city,yes,never,0,m
emwcspd,professional,village,yes,never,1,m
semcw,higher,village,yes,never,1,m
ewcspm,general,city,no,never,1,m
sewmc,professional,city,yes,sev_a_year,1,m
pcmbdews,professional,city,no,never,1,m
ewspmcbd,higher,city,yes,sev_a_year,1,m
wespmcb,higher,city,no,never,1,m
sewpc,professional,city,yes,sev_a_year,1,m
pecbsmwd,general,city,yes,never,0,m
wescpb,professional,city,yes,never,1,m
sewpbmc,general,city,yes,sev_a_year,1,m
wspmbde,professional,city,yes,never,0,m
ewmsc,general,village,yes,sev_a_year,1,m
wemsc,professional,city,yes,never,1,m
wemcs,professional,city,yes,sev_a_year,1,m
ewspmc,professional,city,no,never,0,m
wmcse,professional,city,yes,never,0,m
ewsmdpc,professional,village,yes,never,0,m
ewpmsc,general,city,yes,sev_a_year,0,m
wemsc,general,village,yes,never,0,m
wmsce,higher,town,yes,sev_a_year,0,m
sewmc,professional,village,yes,never,0,m
cemws,professional,village,yes,never,0,m
swepmcbd,professional,village,no,never,0,m
wsmec,higher,city,yes,sev_a_year,0,m
ewmsc,professional,village,yes,sev_a_year,0,m
wpmsce,general,city,yes,sev_a_year,1,m
sewpmc,professional,city,no,never,1,m
wsemc,general,city,yes,never,0,m
swemd,professional,city,yes,sev_a_year,0,m
wemsc,professional,town,yes,sev_a_year,1,m
semwc,professional,city,yes,min_once_a_month,1,m
swemd,general,city,yes,never,0,m
wmcse,professional,village,no,never,1,m
eswmcdp,professional,city,no,never,0,m
ewsmc,professional,city,yes,never,0,m
spmcewbd,higher,city,yes,sev_a_year,1,m
pmcews,higher,city,no,sev_a_year,0,m
ewspm,professional,village,yes,sev_a_year,1,m
wemsc,professional,city,yes,sev_a_year,0,m
smecw,higher,city,yes,never,0,m
wsmce,professional,village,yes,never,0,m
wepbs,general,city,yes,sev_a_year,0,m
wes,general,city,yes,sev_a_year,0,m
wmesc,professional,village,yes,never,0,m
wsmcedp,professional,city,no,never,0,m
wspemc,higher,city,yes,never,1,m
ewmcs,higher,city,yes,sev_a_year,1,m
semcw,higher,village,yes,never,1,m
swmce,professional,city,yes,never,1,m
es,general,village,yes,sev_a_year,1,m
wpmcseb,professional,village,yes,never,0,m
wmsce,professional,city,yes,sev_a_year,1,m
wemsc,professional,city,yes,sev_a_year,1,m
wmsec,professional,city,yes,never,1,m
mswce,higher,city,yes,sev_a_year,1,m
ewcs,professional,village,yes,sev_a_year,1,m
swpcembd,higher,town,yes,never,1,m
ewpsmc,professional,city,yes,sev_a_year,1,m
mscwe,higher,town,yes,sev_a_year,1,m
wsmec,higher,city,yes,sev_a_year,0,m
wesmcd,professional,city,yes,never,1,m
wmcedpsb,professional,city,no,never,0,m
ewspc,professional,city,yes,never,1,m
swemcdpb,professional,city,no,never,0,m
swmce,general,city,no,never,0,m
ewmcs,professional,village,yes,never,0,m
wepcmsdb,professional,village,no,never,1,m
we,higher,city,yes,never,1,m
ewpmcs,professional,village,yes,never,0,m
mwces,professional,village,no,never,0,m
wsmec,higher,city,yes,sev_a_year,1,m
wmsce,professional,village,yes,never,1,m
wsmce,professional,city,no,never,0,m
ewsmcp,professional,town,yes,never,0,m
swpemc,general,city,yes,sev_a_year,1,m
wepsmc,professional,village,yes,sev_a_year,1,m
wes,professional,city,no,never,1,m
wespcmbd,professional,city,no,never,0,m
wmesc,general,village,no,never,1,m
swmce,higher,city,yes,sev_a_year,0,m
msewpdc,general,village,yes,never,0,m
ewmsc,higher,city,yes,never,0,m
ewspmc,general,village,yes,sev_a_year,0,m
epswcm,general,village,yes,sev_a_year,0,m
emcsw,general,village,yes,never,1,m
sewmc,professional,city,no,never,1,m
sewpc,professional,village,yes,sev_a_year,1,m
wpcmesbd,professional,city,yes,never,0,m
wspbe,professional,city,yes,sev_a_year,1,m
ewmcs,professional,town,yes,never,1,m
swmce,higher,city,no,never,0,m
ewsmcpdb,professional,village,yes,never,0,m
wespmc,professional,city,yes,never,0,m
ewpsc,higher,city,yes,never,1,m
sewmc,professional,village,no,never,0,m
sewmc,professional,village,yes,sev_a_year,0,m
ews,general,village,no,never,0,m
ewspmc,general,village,yes,never,0,m
ewpmsc,professional,city,no,never,1,m
wmcepsdb,higher,city,yes,sev_a_year,0,m
swpmec,professional,city,yes,sev_a_year,1,m
ewpsmc,professional,village,yes,never,1,m
wemcs,general,town,yes,min_once_a_month,0,m
ewcms,professional,village,yes,never,1,m
esw,general,village,yes,never,1,m
sewmc,professional,village,yes,sev_a_year,0,m
mwcse,higher,city,yes,sev_a_year,1,m
ewmcs,professional,town,no,never,1,m
eswcpm,professional,village,yes,once_a_week,1,m
wesmc,professional,village,no,never,1,m
emswc,professional,city,yes,sev_a_year,1,m
swmec,professional,city,no,never,1,m
semcw,general,village,yes,sev_a_year,1,m
smcew,higher,village,no,never,1,m
ewmcs,general,village,yes,never,0,m
ewsmc,professional,village,yes,sev_a_year,0,m
wpmesc,professional,city,yes,sev_a_year,0,m
ewscpm,professional,city,yes,never,0,m
pswmcebd,higher,city,yes,sev_a_year,0,m
smewc,professional,village,yes,never,1,m
wsmce,higher,city,yes,sev_a_year,1,m
wsepm,professional,town,yes,never,0,m
wsmce,higher,city,no,sev_a_year,0,m
ewms,general,village,yes,never,1,m
wpsemc,higher,village,yes,never,1,m
smcew,professional,city,yes,never,0,m
swe,higher,city,no,never,1,m
swemc,professional,village,no,never,0,m
wsepmcbd,professional,city,yes,never,1,m
wes,professional,city,yes,never,1,m
wmsce,professional,city,yes,never,0,m
swemc,higher,city,yes,sev_a_year,0,m
wsmce,professional,town,yes,sev_a_year,0,m
wmsec,professional,city,yes,never,1,m
wesmc,general,city,yes,never,0,m
swepm,professional,village,no,never,0,m
wesc,higher,city,no,never,1,m
ewsmc,professional,city,yes,sev_a_year,0,m
wsemc,professional,village,no,never,1,m
emscw,professional,village,no,sev_a_year,1,m
wemcs,professional,village,yes,never,1,m
meswcp,professional,village,no,never,0,m
epwmcs,professional,city,yes,never,1,m
spmewcdb,higher,city,no,never,1,m
wemsc,general,village,yes,never,1,m
swmce,higher,city,yes,sev_a_year,1,m
wepscbmd,professional,city,yes,never,1,m
mecwsd,professional,city,yes,never,0,m
eswmc,professional,town,yes,sev_a_year,1,m
wemscpdb,professional,village,no,never,1,m
wemsc,general,village,yes,never,0,m
wmsce,professional,city,yes,never,1,m
ewsmcdpb,general,village,no,never,1,m
wemc,general,village,yes,min_once_a_month,1,m
epmcws,professional,village,yes,never,1,m
ewscpm,professional,city,yes,never,0,m
wemcs,professional,village,yes,never,1,m
emcw,professional,town,yes,sev_a_year,1,m
ewmcs,professional,village,yes,sev_a_year,1,m
wesc,higher,city,no,never,1,m
sewm,higher,city,no,never,0,m
ewmcs,general,town,yes,never,0,m
swcmdep,higher,city,no,sev_a_year,1,m
wsmce,professional,city,no,never,0,m
wsmec,general,village,yes,never,0,m
ewspmc,general,village,yes,sev_a_year,0,m
wesc,higher,city,no,never,1,m
ewmscdp,professional,town,yes,never,0,m
wsemc,professional,village,yes,never,1,m
eswmc,general,city,no,never,0,m
ewsmc,professional,village,yes,never,0,m
sewmc,professional,city,no,never,0,m
wemscp,professional,town,no,never,0,m
wsmce,professional,village,yes,never,0,m
wmesc,general,village,no,never,1,m
wesmc,professional,city,yes,sev_a_year,0,m
swemc,higher,city,no,never,0,m
ewmsc,professional,city,yes,never,1,m
msewpdc,general,village,yes,never,0,m
wespcb,professional,city,yes,sev_a_year,1,m
wemcs,professional,village,yes,never,0,m
sewpmc,professional,city,no,never,1,m
sewmc,professional,city,yes,never,0,m
emcs,general,village,yes,never,1,m
wespmcb,higher,city,no,never,1,m
smecw,higher,city,yes,never,0,m
ewsmc,general,town,yes,never,0,m
ewsmc,general,city,no,never,0,m
sepbcw,general,village,yes,never,0,m
wemsc,general,village,no,never,1,m
smcew,higher,city,yes,sev_a_year,1,m
swpemc,professional,city,yes,once_a_week,0,m
wpmsce,general,city,yes,sev_a_year,1,m
swmcedp,higher,city,no,never,0,m
wspcme,higher,city,no,never,1,m
eswmd,higher,city,yes,sev_a_year,1,m
ews,general,town,yes,sev_a_year,1,m
wspmce,professional,city,yes,sev_a_year,0,m
swemc,professional,city,yes,sev_a_year,0,m
swpmceb,higher,city,no,sev_a_year,0,m
wemdsp,professional,village,no,never,0,m
ecwms,higher,city,yes,sev_a_year,0,m
wesp,general,village,no,never,1,m
wes,professional,city,no,never,1,m
ewpsmc,general,village,no,never,1,m
swpe,professional,city,yes,sev_a_year,1,m
wcmespdb,professional,town,yes,never,1,m
ewsmc,general,village,no,never,1,m
ewspcm,professional,city,no,never,1,m
ewsmc,general,city,no,never,0,m
sewpmcbd,general,city,no,never,1,m
wemsc,professional,village,yes,never,0,m
wmcse,higher,village,yes,never,0,m
spmcewbd,higher,city,yes,sev_a_year,1,m
wemcs,professional,city,yes,never,0,m
we,higher,city,yes,never,1,m
swpmce,general,city,no,never,1,m
sewpmc,professional,city,no,never,1,m
wemsc,professional,village,yes,sev_a_year,1,m
semwc,general,village,no,never,0,m
ewspmcbd,higher,city,yes,sev_a_year,1,m
pecbsmwd,general,city,yes,never,0,m
sewmc,higher,city,yes,sev_a_year,0,m
ewsmc,professional,town,yes,sev_a_year,0,m
ewpsbmc,professional,city,yes,min_once_a_month,1,m
wsmec,higher,city,yes,sev_a_year,0,m
swmce,higher,city,no,never,1,m
emswcd,professional,city,yes,never,1,m
wecms,professional,village,yes,never,0,m
ews,higher,village,no,never,1,m
ewmsc,professional,city,yes,never,0,m
sewmd,professional,village,yes,never,0,m
ewmcs,professional,city,yes,min_once_a_month,1,m
wcmespdb,professional,town,yes,never,1,m
wesmc,general,village,yes,min_once_a_month,0,m
ewmsc,professional,village,no,never,1,m
wscepm,higher,city,yes,sev_a_year,1,m
wemcs,professional,city,no,never,0,m
wemcs,professional,village,yes,never,0,m
wmsce,professional,city,yes,sev_a_year,1,m
pwmsce,professional,city,yes,sev_a_year,1,m
ewmscdp,professional,village,no,never,0,m
ewmcs,general,village,yes,never,1,m
