partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;gender;education type;locality;religion;how often;generation;last_ev
>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;m;general;city;yes;never;10g;div
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;yes;never;5g;child
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;general;village;yes;once_a_week;7g;child
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;village;no;never;5g;child
>;<;>;>;>;>;<;<;<;>;>;>;<;>;>;>;>;n;>;>;>;<;<;>;<;>;<;<;m;professional;city;yes;sev_a_year;9g;child
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;m;general;city;no;never;3g;br
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;m;higher;city;yes;sev_a_year;6g;child
<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;m;higher;village;yes;sev_a_year;5g;marriage
<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;m;professional;town;yes;sev_a_year;7g;education
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;professional;village;yes;never;8g;sep
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;m;general;town;yes;sev_a_year;7g;sep
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;m;professional;village;yes;never;11g;partner
<;<;<;>;<;<;<;<;<;>;<;>;<;n;>;n;>;n;>;n;>;n;<;<;<;>;n;<;m;professional;city;yes;sev_a_year;5g;work
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;general;village;yes;never;4g;child
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;m;professional;city;yes;never;7g;child
<;<;<;>;<;>;<;<;<;>;<;>;<;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;m;professional;village;no;never;10g;work
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;m;professional;city;yes;sev_a_year;10g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;general;city;yes;never;5g;child
<;<;<;<;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;m;general;city;yes;sev_a_year;11g;child
>;n;n;n;>;>;>;<;<;<;>;=;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;m;higher;city;yes;sev_a_year;10g;education
>;n;n;n;>;>;>;<;<;<;<;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;>;<;m;general;city;yes;never;5g;education
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;yes;never;7g;child
>;n;n;>;>;>;n;<;<;>;=;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;m;general;village;yes;never;3g;child
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;city;no;never;11g;child
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;village;yes;never;5g;child
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;town;yes;never;6g;child
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;general;city;yes;never;7g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;general;town;yes;sev_a_year;8g;child
<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;no;never;7g;child
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;professional;village;yes;never;7g;sep
>;n;n;>;>;>;>;<;<;>;=;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;m;professional;city;yes;never;1g;partner
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;m;professional;city;yes;sev_a_year;9g;education
>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;professional;city;yes;sev_a_year;2g;child
<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;city;yes;never;5g;marriage
>;<;>;<;>;<;>;<;<;<;<;<;<;>;n;>;>;>;<;>;<;<;>;>;>;<;<;>;m;professional;village;no;never;4g;education
n;n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;m;higher;city;no;never;10g;education
>;n;n;n;>;>;>;<;<;<;>;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;m;professional;city;yes;sev_a_year;6g;education
n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;m;professional;city;yes;never;2g;marriage
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;m;general;city;yes;never;1g;child
>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;m;professional;village;yes;never;2g;sep
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;m;professional;town;yes;never;3g;education
<;<;<;<;>;>;<;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;>;>;n;>;<;<;m;professional;city;yes;sev_a_year;9g;education
>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;higher;city;yes;sev_a_year;5g;child
>;<;>;<;<;>;>;<;<;<;<;>;<;>;n;>;>;>;<;<;>;>;>;>;>;>;>;<;m;professional;city;no;never;10g;education
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;m;professional;city;yes;never;7g;marriage
n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;m;professional;city;yes;sev_a_year;11g;work
<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;m;professional;city;yes;never;5g;div
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;general;city;yes;sev_a_year;8g;education
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;general;village;no;never;7g;child
>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;<;m;professional;village;no;never;9g;partner
>;n;n;n;>;n;>;<;<;<;>;<;<;n;n;>;n;>;n;>;n;>;>;n;>;<;<;>;m;professional;city;yes;sev_a_year;10g;sep
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;city;yes;never;9g;child
>;n;n;n;>;>;>;<;<;<;<;<;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;>;m;general;city;yes;never;8g;education
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;m;general;city;no;never;7g;sep
>;n;>;>;>;>;n;<;<;<;>;<;<;>;>;>;>;n;>;>;>;<;>;>;<;<;<;<;m;general;village;yes;never;5g;child
>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;higher;city;yes;sev_a_year;8g;child
<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;m;professional;village;yes;never;11g;br
>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;m;professional;village;yes;never;8g;div
<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;city;yes;never;6g;education
<;<;<;>;>;<;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;m;professional;city;yes;never;7g;div
<;<;<;>;<;<;<;<;<;>;<;<;<;<;>;<;<;>;>;>;n;>;<;<;<;<;>;>;m;professional;village;yes;never;10g;sep
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;m;professional;village;no;never;9g;child
<;<;<;<;<;<;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;m;professional;city;yes;never;8g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;yes;never;9g;child
>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;m;professional;village;yes;never;7g;child
>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;m;general;city;yes;never;6g;div
<;<;<;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;=;>;m;professional;city;yes;sev_a_year;8g;marriage
<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;professional;city;yes;sev_a_year;11g;br
>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;professional;city;yes;sev_a_week;1g;child
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;village;yes;sev_a_year;7g;child
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;m;professional;city;yes;never;6g;sep
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;higher;city;no;never;6g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;no;never;8g;child
n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;m;professional;city;yes;sev_a_year;11g;work
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;general;village;yes;never;6g;child
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;professional;city;yes;never;8g;sep
>;n;n;n;>;>;>;<;<;<;<;=;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;higher;city;yes;sev_a_year;8g;education
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;m;professional;village;yes;never;7g;sep
>;n;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;<;m;professional;city;yes;sev_a_year;5g;partner
>;n;n;n;>;n;n;<;<;<;>;<;<;n;n;>;n;n;n;>;n;n;>;n;n;<;<;n;m;professional;city;yes;sev_a_year;8g;education
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;m;general;city;yes;never;1g;child
<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;village;yes;sev_a_year;9g;child
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;m;professional;city;yes;never;3g;education
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;higher;city;no;sev_a_year;9g;education
>;<;>;<;>;>;>;<;<;<;<;<;<;>;>;>;>;>;<;>;>;>;>;>;>;>;<;<;m;professional;village;no;never;7g;br
>;n;n;n;>;>;n;<;<;<;>;>;<;n;n;>;>;n;n;>;>;n;>;>;n;>;<;<;m;higher;city;no;never;7g;education
>;<;=;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;m;professional;village;yes;never;6g;br
>;n;>;>;>;n;>;<;<;<;>;<;<;>;>;>;n;>;>;>;<;>;>;<;<;<;<;>;m;higher;city;yes;never;4g;partner
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;professional;city;no;never;7g;child
<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;m;professional;city;yes;never;6g;div
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;m;professional;city;yes;sev_a_year;10g;partner
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;m;professional;city;yes;never;2g;child
<;<;<;>;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;m;professional;city;no;never;10g;br
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;professional;city;yes;never;8g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;no;never;10g;child
>;n;>;>;>;n;>;<;<;>;>;<;<;>;>;>;n;>;>;>;<;>;<;<;<;<;<;>;m;higher;town;yes;sev_a_year;7g;sep
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;m;professional;town;yes;sev_a_year;6g;child
>;n;n;n;>;>;>;<;<;<;<;<;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;city;yes;min_once_a_month;8g;education
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;city;no;never;4g;child
>;n;n;>;>;n;>;<;<;<;<;<;<;n;>;>;n;>;>;>;n;>;<;<;>;<;>;>;m;higher;village;yes;sev_a_year;9g;sep
>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;m;higher;town;yes;once_a_week;4g;partner
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;yes;never;6g;br
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;city;yes;sev_a_year;5g;education
<;<;<;<;>;<;<;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;higher;city;yes;sev_a_year;7g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;yes;never;5g;div
>;n;>;>;>;>;n;<;<;>;>;>;<;>;>;>;>;n;>;>;>;<;<;<;<;>;<;<;m;general;village;no;never;8g;child
>;n;n;n;n;>;>;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;m;professional;city;yes;sev_a_year;2g;education
>;n;n;>;n;n;>;<;<;>;<;<;<;n;>;n;n;>;>;n;n;>;<;<;<;n;>;>;m;general;village;yes;never;9g;sep
<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;village;yes;sev_a_year;9g;child
>;n;n;>;n;>;>;<;<;<;<;>;<;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;m;higher;town;no;never;10g;work
>;n;n;n;n;>;>;<;<;<;<;>;<;n;n;n;>;>;n;n;>;>;n;>;>;>;>;<;m;professional;city;yes;sev_a_year;2g;education
n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;m;professional;city;yes;sev_a_year;11g;work
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;city;yes;never;4g;child
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;no;never;8g;child
>;n;n;>;n;n;n;<;<;>;<;<;<;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;m;higher;city;yes;sev_a_year;11g;work
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;town;yes;never;8g;child
>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;m;professional;village;no;never;6g;child
>;n;n;>;>;n;n;<;<;>;<;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;m;general;village;yes;never;8g;child
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;<;<;<;m;professional;village;no;never;4g;education
>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;m;professional;city;yes;never;7g;div
<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;m;professional;city;yes;never;3g;marriage
n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;m;general;village;yes;never;6g;education
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;m;professional;city;no;never;7g;child
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;general;city;no;never;7g;child
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;village;yes;never;8g;education
>;n;n;n;>;n;>;<;<;<;>;<;>;n;n;>;n;>;n;>;n;>;>;n;>;<;<;>;m;professional;village;yes;never;4g;education
n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;m;professional;city;yes;never;4g;marriage
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;higher;city;no;never;6g;sep
<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;general;city;yes;never;6g;child
>;n;n;n;>;>;>;<;<;<;<;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;higher;city;no;never;4g;education
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;m;general;village;no;never;10g;partner
>;n;n;n;>;>;>;<;<;<;<;<;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;city;yes;min_once_a_month;8g;education
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;m;higher;city;no;never;6g;sep
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;general;village;yes;never;6g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;m;higher;city;yes;never;5g;child
<;<;<;<;>;>;<;<;<;<;>;>;>;<;<;>;>;>;n;>;>;>;>;>;>;>;<;<;m;general;village;yes;never;7g;education
>;n;n;>;>;>;n;<;<;>;=;=;<;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;m;general;village;yes;never;1g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;yes;sev_a_year;4g;child
<;<;<;<;>;>;<;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;general;city;yes;sev_a_year;10g;child
n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;=;<;<;m;general;city;yes;never;1g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;no;never;2g;child
<;<;<;<;<;<;<;<;<;>;>;>;>;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;m;general;village;no;never;10g;div
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;no;never;7g;child
n;n;n;>;n;n;n;n;n;>;n;n;n;n;>;n;n;n;>;n;n;n;<;<;<;n;n;n;m;higher;city;yes;sev_a_year;11g;work
>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;m;professional;city;yes;sev_a_year;2g;sep
>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;m;general;city;no;never;3g;partner
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;town;yes;sev_a_year;9g;child
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;m;general;city;no;never;10g;div
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;higher;city;yes;sev_a_year;6g;child
>;<;>;<;>;>;>;<;<;<;>;<;<;>;>;>;>;>;<;>;=;=;>;>;>;<;<;=;m;higher;town;yes;never;6g;br
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;=;<;<;<;<;<;m;professional;city;yes;sev_a_year;6g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;<;<;>;<;<;m;professional;city;no;never;7g;child
>;n;n;>;>;>;n;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;higher;city;yes;sev_a_year;5g;child
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;m;professional;city;yes;never;3g;child
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;village;yes;never;6g;child
<;<;<;<;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;m;professional;city;yes;once_a_week;6g;child
<;<;<;<;>;>;<;<;<;<;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;m;general;city;yes;sev_a_year;10g;child
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;m;professional;city;yes;sev_a_year;10g;partner
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;m;professional;city;yes;sev_a_year;4g;child
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;m;general;city;no;never;6g;sep
>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;m;higher;town;no;never;5g;sep
<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;m;general;city;yes;never;1g;br
>;n;n;>;>;>;n;<;<;>;<;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;city;yes;sev_a_year;10g;child
<;<;<;<;>;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;higher;city;yes;never;1g;education
<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;city;yes;min_once_a_month;9g;child
>;n;>;>;>;n;n;<;<;>;<;<;<;>;>;>;n;n;>;<;<;<;<;<;<;<;<;n;m;general;village;yes;never;2g;sep
>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;m;higher;village;yes;sev_a_year;6g;child
>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;=;<;<;<;<;>;m;professional;town;yes;sev_a_year;8g;sep
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;m;professional;city;yes;sev_a_year;10g;partner
>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;m;professional;city;yes;sev_a_year;5g;sep
>;n;n;>;>;>;n;<;<;<;<;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;higher;town;yes;sev_a_year;7g;child
n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;<;<;>;n;<;m;general;village;yes;never;8g;work
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;m;professional;village;yes;sev_a_year;10g;child
>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;m;professional;village;yes;never;1g;partner
<;<;<;<;<;>;<;<;<;<;=;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;m;higher;village;no;never;7g;br
>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;professional;village;no;never;5g;child
<;<;<;<;<;>;<;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;professional;city;yes;sev_a_year;7g;education
>;n;n;>;>;n;>;<;<;<;>;<;<;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;m;professional;village;no;never;4g;sep
<;<;<;<;=;=;<;>;n;n;>;>;>;<;<;>;>;<;n;>;>;>;>;>;>;=;<;<;m;professional;town;yes;sev_a_year;11g;education
>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;m;professional;city;no;never;2g;child
n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;m;professional;city;yes;never;6g;sep
>;n;n;>;>;>;n;<;<;>;>;<;<;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;m;higher;city;yes;never;7g;child
<;<;<;<;>;<;<;<;<;<;>;<;<;<;>;>;<;<;>;>;<;>;>;<;<;<;<;>;m;professional;city;no;never;5g;sep
>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;m;professional;city;yes;never;4g;div
>;n;n;n;>;>;>;<;<;<;>;>;<;n;n;>;>;>;n;>;>;>;>;>;>;>;<;<;m;higher;city;yes;never;3g;education
